"episodeSeqNum","showCode","episodeNum","airDate","url","episodeTitle","episodeSummary","audioUrl","frameRateHz","numChannels","durationSecs","notes"
"639","sm","2","2017-12-17","https://therightstuff.biz/2017/12/17/strike-and-mike-episode-2-the-aclu-satanic-temple/","The ACLU Satanic Temple","Welcome to the second installment of STRIKE and MIKE! Mike Enoch and Eric Striker sit down for two and a half hours of the biggest brained content on the alt-right. ",NULL,NULL,NULL,NULL,"paywall"
"640","sm","3","2017-12-24","https://therightstuff.biz/2017/12/24/strike-and-mike-episode-3-the-bugman-personality/","The Bugman Personality","Welcome to the STRIKE and MIKE Christmas Eve Bugman spectacular! Mike Enoch and Eric Striker break down and analyze the personality of the idealized global citizen, the socially conformist, uncritical, atomized consuming carbon entity known as the bugman. And no, Striker still won't name the Jew, not even at Christmas.",NULL,NULL,NULL,NULL,"paywall"
"641","sm","4","2017-12-31","https://therightstuff.biz/2017/12/31/strike-and-mike-episode-4-the-trumpian-personality/","The Trumpian Personality","Welcome to the STRIKE and MIKE New Years celebration! Mike Enoch and Eric Striker talk about the dead end of boomer and alt-lite conservatism, how Jews manipulate anti-Islam sentiment among whites to further Israel's interests while undermining our own, how Jews subvert nations with protest movements, the history of Jewish anti-white narratives, and why it is that Jews really hate Donald Trump. Be sure to check this one out for all the latest in big brained narrative building.",NULL,NULL,NULL,NULL,"paywall"
"642","sm","5","2018-01-07","https://therightstuff.biz/2018/01/07/strike-and-mike-and-the-nigkike-episode-5-rational-discourse/","Rational Discourse","Welcome to STRIKE and MIKE (and the NigKike), Episode 5. D'Marcus Liebowitz joins your humble hosts to help drain the skeptic tank. We start with the recent developments in the alt-right/skeptics war and talk about philosophy, economics, race and the limitations of classical liberalism, particularly as presented by Sargon and the skeptics.",NULL,NULL,NULL,NULL,"paywall"
"643","sm","6","2018-01-16","https://therightstuff.biz/2018/01/16/strike-and-mike-episode-6-jazzy-jews/","Jazzy Jews!","Welcome to STRIKE and MIKE Episode 6. Join Eric Striker and Mike Enoch for a mammoth 3 hour huge brained conversation on politics and society. Starting with a discussion of libertarian and skeptic attitudes towards porn we work our way through economics, history, and end up discussing Jewish tricks and the remaining mystery behind the Las Vegas massacre. Featuring the long awaited Striker vs Enoch economic policy cage match. Warning, big brain nibbas ONLY beyond this point.",NULL,NULL,NULL,NULL,"paywall"
"644","sm","7","2018-01-23","https://therightstuff.biz/2018/01/23/strike-and-mike-episode-7-assless-chaps-nationalism/","Assless Chaps Nationalism","Welcome to Episode 7 of STRIKE and MIKE, the number one women respecting podcast on the internet. In this episode Eric Striker and Mike Enoch discuss Jews, doxing, optics, holocaust revisionism, feminism, monogamy, sexual socialism and other things. Striker whiteknights for Angela Nagle and vows he will don his chainmail and ride in on his trusty steed should anyone dare to insult m'lady's honor on the internet.",NULL,NULL,NULL,NULL,"paywall"
"645","sm","8","2018-01-31","https://therightstuff.biz/2018/01/31/strike-and-mike-episode-8-esoteric-anglinism/","Esoteric Anglinism","Welcome to Episode 8 of STRIKE and MIKE. This episode we are joined by Andrew Anglin of The Daily Stormer dot top for the biggest brained podcast of 2018 so far. We discuss politics, optics, revolutionary strategy and many other things. The conversation moved so fast I didn't even have time to jot any liner notes. Either that or I will put some together tomorrow, but I wanted to get the show in front of everyone ASAP.",NULL,NULL,NULL,NULL,"paywall"
"646","sm","9","2018-02-06","https://therightstuff.biz/2018/02/06/strike-and-mike-episode-9-in-which-striker-completes-the-system-of-german-idealism/","In Which Striker Completes the System of German Idealism","Welcome to Episode 9 of STRIKE and MIKE, in which Striker completes the system of German idealism. Mike Enoch and Erik Striker discuss the difference between German Idealism and English empiricism, and how idealism beats empiricism every time. We further discuss how attitude affects your performance and perception in political debates.",NULL,NULL,NULL,NULL,"paywall"
"647","sm","10","2018-02-13","https://therightstuff.biz/2018/02/13/strike-and-mike-episode-10-the-fist-is-stronger-than-the-finger/","The Fist Is Stronger Than The Finger","Welcome to Episode 10 of STRIKE and MIKE! In this episode we discuss the unconstitutional court case filed against Mike and many of the other attendees of the Unite the Right rally, Jewish legal warfare, and Striker explains how the Liberalists are da real Marxists (LRRM).",NULL,NULL,NULL,NULL,"paywall"
"648","sm","11","2018-02-27","https://therightstuff.biz/2018/02/27/strike-and-mike-episode-11-underdog-mindset/","Underdog Mindset","Welcome to Episode 11 of STRIKE and MIKE! In this episode we discuss why understanding that we are underdogs in the political fight, and how thinking like an underdog can give us the edge and the drive we need to engage in creative struggle.",NULL,NULL,NULL,NULL,"paywall"
"649","sm","12","2018-03-06","https://therightstuff.biz/2018/03/06/strike-mike-and-rick-episode-12-my-optics-career/","My Optics Career","Welcome to Episode 12 of STRIKE and MIKE! Special guest Reichy... I mean Ricky Vaughn joins us for a debate on optics, tactics, strategy and the future of the alt-right. We mostly talk about fashion, but a few other issues are touched on as well. Come and listen to these guys spear right through each other with piercing rhetoric and jam their ahhhhguments down each others' throats.",NULL,NULL,NULL,NULL,"paywall"
"650","sm","13","2018-03-23","https://therightstuff.biz/2018/03/23/strike-mike-and-luke-episode-13-cofnas-medicine/","Cofnas Medicine","This week instead of doing a podcast, Striker and I went on Luke Ford's livestream to talk about religion, morality, the JQ, the alt-right and Antifa. I give my first impressions of the Nathan Cofnas critique of Kevin McDonald and we discuss how Jews organize and wield political power beyond their influence over intellectual and cultural movements. There will be more on the Cofnas paper in the coming weeks on Strike & Mike as we do more prep. No paywall this week since this is freely available on youtube anyway, so enjoy everyone.",NULL,NULL,NULL,NULL,"paywall"
"651","sm","14","2018-03-28","https://therightstuff.biz/2018/03/28/strike-mike-episode-14-giardian-of-zion/","Giardian of Zion","Welcome to Episode 14 of STRIKE and MIKE! Eric Striker and Mike Enoch get together to discuss toxic pet worship, purity spiraling on the J-left, John Bolton, how corporations and media are making the constitution irrelevant and the path forward for the alt-right.",NULL,NULL,NULL,NULL,"paywall"
"652","sm","15","2018-04-05","https://therightstuff.biz/2018/04/05/strike-mike-and-conte-episode-15-american-brutalism/","American Brutalism","Welcome to Episode 15 of STRIKE and MIKE! Eric Striker and Mike Enoch are joined by Greg Conte of NPI for a discussion of art, culture, heroism and transcendence. Our decaying society not only lacks any social cohesion, as a result of this breakdown it lacks any heroes, any myths, any artists, writers or poets, any common vision. All these things have been taken from us. How did it happen, and how do we go about creating a new society that can produce such things?",NULL,NULL,NULL,NULL,"paywall"
"653","sm","16","2018-04-10","https://therightstuff.biz/2018/04/10/strike-and-mike-episode-16-cui-schlomo/","Cui Schlomo?","Welcome to Episode 16 of STRIKE and MIKE! Eric Striker and Mike Enoch go full blast against the Jewish drive to war in Syria. We discuss the false flag gas attack, the history of the anti-war movement, the collapse of any principled leftist opposition to war, and how the Jewish establishment is using the Mueller probe and the raid on Trump's lawyer to further pressure him into attacking Syria.",NULL,NULL,NULL,NULL,"paywall"
"654","sm","17","2018-04-17","https://therightstuff.biz/2018/04/17/strike-mike-and-spence-episode-17-political-spencership/","Political Spencership","Welcome to Episode 17 of STRIKE and MIKE! Eric Striker and Mike Enoch are joined by Richard Spencer for a discussion of the political censorship that has taken place in the wake of the alt-right emerging as the only principled anti-war movement in the US. We talk about Silicon Valley deplatforming, free speech, conservatism, libertarianism, Trumpism and what we're up against.",NULL,NULL,NULL,NULL,"paywall"
"655","sm","18","2018-04-24","https://therightstuff.biz/2018/04/24/strike-and-mike-episode-18-the-sacred-and-the-profane-and-profane-accessories/","The Sacred and the Profane and Profane Accessories","Welcome to Episode 18 of STRIKE and MIKE! Eric Striker and Mike Enoch discuss incel rage as an inevitable reaction to the sexual revolution, the roots of polyamory in the political theories of two old Jewish hags, terrorist spree killings as an expression of narcissistic liberalism, Islam, North Korea, and much more. Strap on... I mean strap IN for a great discussion.",NULL,NULL,NULL,NULL,"paywall"
"656","sm","19","2018-05-01","https://therightstuff.biz/2018/05/01/strike-and-mike-episode-19-echoes-of-may-1968/","(((Echoes))) of May 1968","Welcome to Episode 19 of STRIKE and MIKE! On this May 1st Eric Striker and Mike Enoch discuss the May 1968 revolution in France and the consequences of it for Europe today. In particular the Jewish role is discussed, and how the 1968 revolution and the ideas behind it laid the foundation for the sexual and identity politics of the J-left of today, led to the abandonment of any anti-capitalist sentiment on the left and opened the door to neoconservatism and Zionism.",NULL,NULL,NULL,NULL,"paywall"
"657","sm","20","2018-05-09","https://therightstuff.biz/2018/05/09/strike-and-mike-episode-20-strike-first-strike-hard-no-service/","Strike First, Strike Hard, No Service","Welcome to Episode 20 of STRIKE and MIKE! Eric Striker and Mike Enoch have a prescient discussion of free speech on the internet, the theft of Richard Spencer's domain and other attacks that have been ramping up against dissident voices. Striker picks up the discussion of the Cobra Kai series from last week and offers some sizzling hot takes on the show.",NULL,NULL,NULL,NULL,"paywall"
"658","sm","21","2018-05-29","https://therightstuff.biz/2018/05/29/strike-and-mike-episode-21-pit-equality/","Pit Equality","Welcome to Episode 21 of STRIKE and MIKE! Today we start the discussion with Tommy Robinson, why we should support him and how the alt-light strategy of disavowing ""Nazis"" in hopes of currying favor with elites and Jews is no longer viable. We then have a discussion of media witch hunts, Roseanne, Patrick Little and Pit Bull equality.",NULL,NULL,NULL,NULL,"paywall"
"659","sm","22","2018-06-19","https://therightstuff.biz/2018/06/19/strike-mike-episode-22-strikesploitation/","Strikesploitation","Welcome to Episode 22 of STRIKE and MIKE! On today's show Enoch and Striker talk about Anarcho-Communism and neoliberalism, effects of ideology vs intent, cracks in the Black/Jewish alliance and how we can start talking to black nationalists that want to get their people off the Jewish plantation.",NULL,NULL,NULL,NULL,"paywall"
"660","sm","23","2018-07-03","https://therightstuff.biz/2018/07/03/strike-mike-episode-23-inguinal-liberalism/","Inguinal Liberalism","Welcome to Episode 23 of STRIKE and MIKE! On today's show Enoch and Striker sit down to talk about Ocasio-Cortez and her upset against the establishment Democrats, the current rise of illiberalism on the right and (sort of) on the left, how the left constantly gets sucked back into liberalism because of gay shit, Patriots taking back the streets of Portland and finally a long segment on globohomo that ends badly.",NULL,NULL,NULL,NULL,"paywall"
"661","sm","24","2018-07-10","https://therightstuff.biz/2018/07/10/strike-mike-episode-24-occupy-strike/","Occupy STRIKE","Welcome to Episode 24 of STRIKE and MIKE! On today's show Enoch and Striker talk about legal battles, double standards, liberalists, leftist infighting, the failure of Occupy ICE and why we need to fight back against the antifa to journalist doxing and harassment pipeline.",NULL,NULL,NULL,NULL,"paywall"
"662","sm","25","2018-07-17","https://therightstuff.biz/2018/07/17/strike-mike-episode-25-direct-strikeocracy/","Direct Strikeocracy","Welcome to Episode 25 of STRIKE and MIKE! On today's show Enoch and Striker talk the Trump/Putin summit, the reasons behind the anti-Putin media frenzy, the lack of trust that the people have for the ""Intelligence Community"" and other agents of Jewish plutocracy, and finally we expose the (((real players))) behind the ""public interest"" journalism of Pro-Publica. You may be shocked to discover they don't actually have the public interest at heart.",NULL,NULL,NULL,NULL,"paywall"
"663","sm","26","2018-07-24","https://therightstuff.biz/2018/07/24/strike-mike-episode-26-fighting-fired-with-fired/","Fighting Fired with Fired","Welcome to Episode 26 of STRIKE and MIKE! On today's show Enoch and Striker go over some of the greatest hits on the JQ, the culture war and international ZOG subversion. We finish it out with a discussion of the Gunn firing and the increasing trend of pedophile jokes among elite entertainers, particularly those that create content for children.",NULL,NULL,NULL,NULL,"paywall"
